"ID","ReputationIndex","ReputationRaceMask_1","ReputationRaceMask_2","ReputationRaceMask_3","ReputationRaceMask_4","ReputationClassMask_1","ReputationClassMask_2","ReputationClassMask_3","ReputationClassMask_4","ReputationBase_1","ReputationBase_2","ReputationBase_3","ReputationBase_4","ReputationFlags_1","ReputationFlags_2","ReputationFlags_3","ReputationFlags_4","ParentFactionID","ParentFactionMod_1","ParentFactionMod_2","ParentFactionCap_1","ParentFactionCap_2","Name_Lang_enUS","Name_Lang_enGB","Name_Lang_koKR","Name_Lang_frFR","Name_Lang_deDE","Name_Lang_enCN","Name_Lang_zhCN","Name_Lang_enTW","Name_Lang_zhTW","Name_Lang_esES","Name_Lang_esMX","Name_Lang_ruRU","Name_Lang_ptPT","Name_Lang_ptBR","Name_Lang_itIT","Name_Lang_Unk","Name_Lang_Mask","Description_Lang_enUS","Description_Lang_enGB","Description_Lang_koKR","Description_Lang_frFR","Description_Lang_deDE","Description_Lang_enCN","Description_Lang_zhCN","Description_Lang_enTW","Description_Lang_zhTW","Description_Lang_esES","Description_Lang_esMX","Description_Lang_ruRU","Description_Lang_ptPT","Description_Lang_ptBR","Description_Lang_itIT","Description_Lang_Unk","Description_Lang_Mask"
"950","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","ToWoW - Flag","ToWoW - Flag","ToWoW - Drapeau","ToWoW - Flag","ToWoW - Flag","","ParaWoW - Bandera","ParaWoW - Bandera","ToWoW: флаг","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"951","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","ToWoW - Flag Trigger Alliance (DND)","ToWoW - Flag Trigger Alliance (DND)","ToWoW - Déclencheur drapeau Alliance (DND)","ToWoW - Flag Trigger","ToWoW - Flag Trigger","","ParaWoW - Activador de bandera de la Alianza (DND)","ParaWoW - Activador de bandera de la Alianza (DND)","ToWoW - Flag Trigger Alliance (DND)","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"952","87","32767","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","948","1","1","5","5","Test Faction 3","Test Faction 3","Faction de test 3","Test Faction 3","Test Faction 3","","Facción de prueba 3","Facción de prueba 3","Тестовая фракция 3","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"953","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Test Faction 4","Test Faction 4","Faction de test 4","Test Faction 4","Test Faction 4","","Facción de prueba 4","Facción de prueba 4","Тестовая фракция 4","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"954","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","ToWoW - Flag Trigger Horde (DND)","ToWoW - Flag Trigger Horde (DND)","ToWoW - Déclencheur drapeau Horde (DND)","ToWoW - Flag Trigger","ToWoW - Flag Trigger","","ParaWoW - Activador de bandera de la Horda (DND)","ParaWoW - Activador de bandera de la Horda (DND)","ToWoW - Flag Trigger Horde (DND)","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"955","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Broken","뒤틀린 드레나이","Roués","Die Zerschlagenen","破碎者","","Tábidos","Tábidos","Сломленные","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"956","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Ethereum","에테리움","Ethereum","Astraleum","复仇军","","El Etereum","El Etereum","Братство Эфириум","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"957","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Earth Elemental","대지의 정령","Élémentaire de terre","Erdelementare","土元素","","Elemental de tierra","Elemental de tierra","Элементаль земли","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"958","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Fighting Robots","전투 로봇","Robots de combat","Kampfroboter","打架机器人","","Robots luchadores","Robots luchadores","Боевые роботы","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"959","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Actor Good","선","Bon acteur","Guter Darsteller","好演员","","Actor bueno","Actor bueno","Добрый персонаж","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"960","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Actor Evil","악","Mauvais acteur","Böser Darsteller","坏演员","","Actor malo","Actor malo","Злой персонаж","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"961","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Stillpine Furbolg","너울소나무 펄볼그","Furbolg Calmepin","Furbolg der Tannenru","止松熊怪","","Fúrbolg Semprepino","Fúrbolg Semprepino","Фурболг: племя Тихвой","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"962","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Crazed Owlkin","미쳐버린 올빼미야수","Chouettide affolé","Wahnsinniger Eulkin","疯狂的枭兽","","Buhíco enloquecido","Buhíco enloquecido","Безумный совун","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"963","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Chess Alliance","체스 얼라이언스","Échecs (Alliance)","Schach Allianz","联盟棋子","","Ajedrez Alianza","Ajedrez Alianza","Шахматы: Альянс","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"964","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Chess Horde","체스 호드","Échecs (Horde)","Schach Horde","部落棋子","","Ajedrez Horda","Ajedrez Horda","Шахматы: Орда","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"965","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Monster Spar","Monster Spar","Monstre d'entraînement","Monster Spar","Monster Spar","","Monstruo de entrenamiento","Monstruo de entrenamiento","Монстр: партнер по учебному бою","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"966","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Monster Spar Buddy","Monster Spar Buddy","Copain du monstre d'entraînement","Monster Spar Buddy","Monster Spar Buddy","","Compañero de monstruo de entrenamiento","Compañero de monstruo de entrenamiento","Монстр: партнер по учебному бою","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"967","63","4095","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","980","0","0","5","5","The Violet Eye","보랏빛 눈의 감시자","L'Œil pourpre","Das Violette Auge","紫罗兰之眼","","El Ojo Violeta","El Ojo Violeta","Аметистовое Око","","","","","","","","16712190","A secret sect of the Kirin Tor founded to spy on Medivh and his activities.","보랏빛 눈의 감시자는 메디브와 그의 활동을 감시하기 위해 설립된 키린 토의 비밀 단체입니다.","Une secte secrète du Kirin Tor, fondée pour espionner Medivh et ses activités.","Eine geheime Sekte der Kirin T","一个由肯瑞托为了调查麦迪文和监视他的活动而建立的秘密组织。","","Una secta secreta del Kirin Tor fundada para espiar a Medivh y sus actividades.","Una secta secreta del Kirin Tor fundada para espiar a Medivh y sus actividades.","Тайное братство Кирин-Тора, созданное для слежения за Медивом.","","","","","","","","16712190"
"968","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Sunhawks","태양매 정찰대","Éperviers du soleil","Sonnenfalken","炎鹰","","Halcones del Sol","Halcones del Sol","Солнечные Ястребы","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"969","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Hand of Argus","아르거스의 대리인","La Main d'Argus","Hand von Argus","阿古斯之手","","Mano de Argus","Mano de Argus","Длань Аргуса","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"970","65","2047","0","0","0","0","0","0","0","-2500","0","0","0","0","0","0","0","980","0","0","5","5","Sporeggar","스포어가르","Sporeggar","Sporeggar","孢子村","","Esporaggar","Esporaggar","Спореггар","","","","","","","","16712190","The sporelings are a mostly peaceful race of mushroom-men native to Outland. Their home is located in the southern bogs of Zangarmarsh. ","스포어가르는 아웃랜드 토착 종족인 평화로운 버섯인간이 살고 있는 마을입니다. 이 마을은 장가르 습지대의 남부 늪지대에 위치하고 있습니다.","Les sporelins sont un peuple d’hommes-champignons paisibles, originaires de l’Outreterre. Ils vivent dans les tourbières méridionales du marécage de Zangar.","Die Sporlinge sind ein vornehm","生活在外域的孢子人是一个非常温和的种族。他们的家园就坐落在赞","","Los esporinos son una raza en su mayoría pacífica de hombres champiñón nativos de Terrallende. Su hogar se encuentra en las ciénagas del sur de la Marisma de Zangar.","Los esporinos son una raza en su mayoría pacífica de hombres champiñón nativos de Terrallende. Su hogar se encuentra en las ciénagas del sur de la Marisma de Zangar.","Спорлинги – мирная раса, издавна населяющая Запределье. Их дом находится в южной части Зангартопи.","","","","","","","","16712190"
"971","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Fungal Giant","곰팡이 거인","Géant fongique","Fungusgigant","真菌巨人","","Gigante Fungal","Gigante Fungal","Грибной великан","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"972","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Spore Bat","포자날개","Sporoptère","Sporensegler","孢子蝠","","Esporiélago","Esporiélago","Спороскат","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"973","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Monster, Predator","Monster, Predator","Monstre, prédateur","Monster, Raubtier","Monster, Predator","","Monstruo, predador","Monstruo, predador","Монстр: хищник","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"974","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Monster, Prey","Monster, Prey","Monstre, proie","Monster, Beute","Monster, Prey","","Monstruo, presa","Monstruo, presa","Монстр: добыча","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"975","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Void Anomaly","공허의 변형물","Anomalie du Vide","Anomalie der Leere","虚空畸能","","Anomalía del vacío","Anomalía del vacío","Аномалия Бездны","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"976","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Hyjal Defenders","하이잘 수비군","Défenseurs d'Hyjal","Verteidiger von Hyja","海加尔防御者","","Defensores de Hyjal","Defensores de Hyjal","Защитники горы Хиджал","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"977","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Hyjal Invaders","하이잘 침략군","Envahisseurs d'Hyjal","Invasoren von Hyjal","海加尔入侵者","","Invasores de Hyjal","Invasores de Hyjal","Захватчики горы Хиджал","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"978","66","1101","690","0","0","0","0","0","0","-1200","-42000","0","0","16","0","0","0","980","0","0","5","5","Kurenai","쿠레나이","Kurenaï","Kurenai","库雷尼","","Kurenai","Kurenai","Куренай","","","","","","","","16712190","Draenei for """"redeemed.""""  These Broken have escaped the grasp of their various slavers in Outland and have made their home in Nagrand.  It is there that they seek to rediscover their destiny.","이들은 타락에서 다시 회복된 드레나이들입니다. 이 뒤틀린 드레나이들은 아웃랜드의 지배 계급으로부터 탈출하여 나그란드에 정착하였습니다. 거기서 이들은 자신들의 운명을 되찾으려는 노력을 기울이고 있습니다.","Ce mot signifie « rachetés » en draeneï. Après avoir échappé au joug des esclavagistes de l'Outreterre, ces Roués se sont installés en Nagrand. C'est là qu'ils cherchent à redécouvrir leur destinée.","Draeneiisch für """"erlöst"""". Di","在德莱尼语中意为“得到救赎”。这些从各种奴役和控制中逃出来的","","En draenei significa """"redimidos."""" Estos Tábidos han escapado de la esclavitud en Terrallende y han hecho de Nagrand su hogar. Ahí esperan redescubrir su destino.","En draenei significa """"redimidos."""" Estos Tábidos han escapado de la esclavitud en Terrallende y han hecho de Nagrand su hogar. Ahí esperan redescubrir su destino.","Дреней – значит """"Искупленный"""". Эти Падшие, сумевшие вырваться из рабства и избравшие своим домом Награнд, стремятся вновь обрести свою судьбу.","","","","","","","","16712190"
"979","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Earthen Ring","속세의 고리회","Cercle terrestre","Irdener Ring","大地之环","","Anillo de la Tierra","Anillo de la Tierra","Служители Земли","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"980","43","0","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","0","0","5","5","The Burning Crusade","불타는 성전","The Burning Crusade","The Burning Crusade","燃烧的远征","","The Burning Crusade","The Burning Crusade","The Burning Crusade","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"981","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Arakkoa","아라코아","Arakkoa","Arakkoa","鸦人","","Arakkoa","Arakkoa","Араккоа","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"982","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Zangarmarsh Banner (Alliance)","장가르 습지대 깃발 (얼라이언스)","Bannière du marécage de Zangar (Alliance)","Banner der Zangarmar","赞加沼泽军旗（联盟）","","Estandarte de Marisma de Zangar (Alianza)","Estandarte de Marisma de Zangar (Alianza)","Знамя Зангартопи: Альянс","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"983","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Zangarmarsh Banner (Horde)","장가르 습지대 깃발 (호드)","Bannière du marécage de Zangar (Horde)","Banner der Zangarmar","赞加沼泽军旗（部落）","","Estandarte de Marisma de Zangar (Horda)","Estandarte de Marisma de Zangar (Horda)","Знамя Зангартопи: Орда","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"984","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Zangarmarsh Banner (Neutral)","장가르 습지대 깃발 (중립)","Bannière du marécage de Zangar (neutre)","Banner der Zangarmar","赞加沼泽军旗（中立）","","Estandarte de Marisma de Zangar (Neutral)","Estandarte de Marisma de Zangar (Neutral)","Знамя Зангартопи: нейтральное","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"985","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Caverns of Time - Thrall","시간의 동굴 - 스랄","Cavernes du temps - Thrall","Höhlen der Zeit - Th","时光之穴 - 萨尔","","Cavernas del Tiempo - Thrall","Cavernas del Tiempo - Thrall","Пещеры Времени: Тралл","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"986","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Caverns of Time - Durnholde","시간의 동굴 - 던홀드","Cavernes du temps - Fort-de-Durn","Höhlen der Zeit - Du","时光之穴 - 敦霍尔德","","Cavernas del Tiempo - Durnholde","Cavernas del Tiempo - Durnholde","Пещеры Времени: Дарнхольд","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"987","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Caverns of Time - Southshore Guards","시간의 동굴 - 사우스쇼어 경비대","Cavernes du temps - Gardes d’Austrivage","Höhlen der Zeit - Wa","时光之穴 - 南海镇卫兵","","Cavernas del Tiempo - Guardias de Costasur","Cavernas del Tiempo - Guardias de Costasur","Пещеры Времени: Стражи Южнобережья","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"988","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Shadow Council Covert","어둠의 의회","Conseil des ombres, secret","Agent des Schattenra","暗影议会","","Secreto del Consejo de la Sombra","Secreto del Consejo de la Sombra","Прибежище Совета Теней","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"989","67","1791","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","980","0","0","5","5","Keepers of Time","시간의 수호자","Gardiens du Temps","Hüter der Zeit","时光守护者","","Vigilantes del Tiempo","Vigilantes del Tiempo","Хранители Времени","","","","","","","","16712190","The Keepers of Time are bronze dragons hand-picked by Nozdormu to watch over the Caverns of Time.","시간의 수호자들은 노즈도르무에 의해 선별되어 시간의 동굴을 감시하는 임무를 맡은 청동용들입니다.","Les Gardiens du Temps sont des dragons de bronze choisis avec soin par Nozdormu pour protéger les Grottes du temps.","Die Hüter der Zeit sind von No","这些由诺兹多姆亲自挑选的青铜龙无时无刻不在监视着时光之穴。","","Los Vigilantes del Tiempo son dragones de bronce elegidos personalmente por Nozdormu para vigilar las Cavernas del Tiempo.","Los Vigilantes del Tiempo son dragones de bronce elegidos personalmente por Nozdormu para vigilar las Cavernas del Tiempo.","Бронзовые драконы, лично отобранные Ноздорму для охраны Пещер Времени.","","","","","","","","16712190"
"990","57","1791","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","980","0","0","5","5","The Scale of the Sands","시간의 중재자","La Balance des sables","Die Wächter der Sand","流沙之鳞","","La Escama de las Arenas","La Escama de las Arenas","Песчаная Чешуя","","","","","","","","16712190","A secretive subgroup of the Bronze Dragonflight, led by Soridormi, prime mate of Nozdormu.","청동용군단 내의 비밀 조직으로서 노즈도르무의 배필인 소리도르미가 이끌고 있습니다.","Une faction secrète du Vol de bronze menée par Soridormi, première compagne de Nozdormu.","Eine geheime Gruppierung des b","隶属于青铜龙军团的秘密组织，由诺兹多姆最亲密的伴侣索莉多米领","","Un subgrupo secreto del Vuelo Bronce, bajo el mando de Soridormi, primer oficial de Nozdormu.","Un subgrupo secreto del Vuelo Bronce, bajo el mando de Soridormi, primer oficial de Nozdormu.","Тайное общество бронзовых драконов, возглавляемое Соридорми, ближайшей спутницей Ноздорму.","","","","","","","","16712190"
"991","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Dark Portal Defender, Alliance","어둠의 문 수비군, 얼라이언스","Défenseur de la Porte des ténèbres, Alliance","Verteidiger des Dunk","Dark Portal Defender","","Defensor del Portal Oscuro, Alianza","Defensor del Portal Oscuro, Alianza","Защитник Темного портала: Альянс","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"992","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Dark Portal Defender, Horde","어둠의 문 수비군, 호드","Défenseur de la Porte des ténèbres, Horde","Verteidiger des Dunk","Dark Portal Defender","","Defensor del Portal Oscuro, Horda","Defensor del Portal Oscuro, Horda","Защитник Темного портала: Орда","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"993","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Dark Portal Attacker, Legion","어둠의 문 공격군, 군단","Attaquant de la Porte des ténèbres, Légion","Angreifer des Dunkle","Dark Portal Attacker","","Agresor del Portal Oscuro, Legión","Agresor del Portal Oscuro, Legión","Захватчик Темного портала: Легион","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"994","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Inciter Trigger","Inciter Trigger","Déclencheur Séditieux","Hetzerauslöser","Inciter Trigger","","Activador de incitador","Activador de incitador","Инициатор","","","","","","","","16712190","Used for the Blackheart the Inciter event.","Used for the Blackheart the Inciter event.","Utilisé pour l'événement de Cœur-noir le Séditieux","Verwendet für das Ereignis Sch","Used for the Blackheart the In","","Usado para el evento de Negrozón el Incitador.","Usado para el evento de Negrozón el Incitador.","Используется в событии """"Черносерд Проповедник"""".","","","","","","","","16712190"
"995","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Inciter Trigger 2","Inciter Trigger 2","Déclencheur Séditieux 2","Animationsauslöser 2","Inciter Trigger 2","","Activador de incitador 2","Activador de incitador 2","Инициатор 2","","","","","","","","16712190","Used for the Blackheart the Inciter event.","Used for the Blackheart the Inciter event.","Utilisé pour l'événement de Cœur-noir le Séditieux","Verwendet für das Ereignis Sch","Used for the Blackheart the In","","Usado para el evento de Negrozón el Incitador.","Usado para el evento de Negrozón el Incitador.","Используется в событии """"Черносерд Проповедник"""".","","","","","","","","16712190"
"996","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Inciter Trigger 3","Inciter Trigger 3","Déclencheur Séditieux 3","Animationsauslöser 3","Inciter Trigger 3","","Activador de incitador 3","Activador de incitador 3","Инициатор 3","","","","","","","","16712190","Used for the Blackheart the Inciter event.","Used for the Blackheart the Inciter event.","Utilisé pour l'événement de Cœur-noir le Séditieux","Verwendet für das Ereignis Sch","Used for the Blackheart the In","","Usado para el evento de Negrozón el Incitador.","Usado para el evento de Negrozón el Incitador.","Используется в событии """"Черносерд Проповедник"""".","","","","","","","","16712190"
"997","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Inciter Trigger 4","Inciter Trigger 4","Déclencheur Séditieux 4","Animationsauslöser 4","Inciter Trigger 4","","Activador de incitador 4","Activador de incitador 4","Инициатор 4","","","","","","","","16712190","Used for the Blackheart the Inciter event.","Used for the Blackheart the Inciter event.","Utilisé pour l'événement de Cœur-noir le Séditieux","Verwendet für das Ereignis Sch","Used for the Blackheart the In","","Usado para el evento de Negrozón el Incitador.","Usado para el evento de Negrozón el Incitador.","Используется в событии """"Черносерд Проповедник"""".","","","","","","","","16712190"
"998","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Inciter Trigger 5","Inciter Trigger 5","Déclencheur Séditieux 5","Animationsauslöser 5","Inciter Trigger 5","","Activador de incitador 5","Activador de incitador 5","Инициатор 5","","","","","","","","16712190","Used for the Blackheart the Inciter event.","Used for the Blackheart the Inciter event.","Utilisé pour l'événement de Cœur-noir le Séditieux","Verwendet für das Ereignis Sch","Used for the Blackheart the In","","Usado para el evento de Negrozón el Incitador.","Usado para el evento de Negrozón el Incitador.","Используется в событии """"Черносерд Проповедник"""".","","","","","","","","16712190"
"999","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Mana Creature","마나 피조물","Créature de mana","Manakreatur","法力生物","","Criatura de maná","Criatura de maná","Существо с маной","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"1000","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Khadgar's Servant","카드가의 하수인","Serviteur de Khadgar","Khadgars Diener","卡德加的仆从","","Sirviente de Khadgar","Sirviente de Khadgar","Слуга Кадгара","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"1001","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Bladespire Clan","칼날첨탑 일족","Clan Flèchelame","Klan der Speerspieße","刀塔氏族","","Clan Aguja del Filo","Clan Aguja del Filo","Клан Камнерогов","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"1002","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Ethereum Sparbuddy","Ethereum Sparbuddy","Compagnon d'entraînement de l'Ethereum","Sparringspartner des","复仇军","","Compañero de entrenamiento de El Etereum","Compañero de entrenamiento de El Etereum","Братство Эфириум: манекен","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"1003","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Protectorate","자유연합","Protectorat","Protektorat","维序派","","Protectorado","Protectorado","Протекторат","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"1004","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Arcane Annihilator (DNR)","비전 전멸자","Annihilateur arcanique (DNR)","Arkanvernichter (DNR","Arcane Annihilator (","","Aniquilador Arcano (DNR)","Aniquilador Arcano (DNR)","Волшебный уничтожитель","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"1005","68","32767","0","0","0","1503","0","0","0","3000","0","0","0","4","0","0","0","0","1","1","5","5","Friendly, Hidden","Friendly, Hidden","Bienveillant, caché","Befreundet, versteck","Friendly, Hidden","","Amistoso, oculto","Amistoso, oculto","Дружественный, скрытый","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"1006","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Kirin'Var - Dathric","Kirin'Var - Dathric","Kirin'Var - Dathric","Kirin'Var - Dathric","Kirin'Var - Dathric","","Kirin'Var - Dathric","Kirin'Var - Dathric","Кирин'Вар: Датрик","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"1007","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Kirin'Var - Belmara","Kirin'Var - Belmara","Kirin'Var - Belmara","Kirin'Var - Belmara","Kirin'Var - Belmara","","Kirin'Var - Belmara","Kirin'Var - Belmara","Кирин'Вар: Белмара","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"1008","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Kirin'Var - Luminrath","Kirin'Var - Luminrath","Kirin'Var - Luminrath","Kirin'Var - Luminrat","Kirin'Var - Luminrat","","Kirin'Var - Luminrath","Kirin'Var - Luminrath","Кирин'Вар: Люминрат","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"1009","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Kirin'Var - Cohlien","Kirin'Var - Cohlien","Kirin'Var - Cohlien","Kirin'Var - Cohlien","Kirin'Var - Cohlien","","Kirin'Var - Cohlien","Kirin'Var - Cohlien","Кирин'Вар: Колиен","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
"1010","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","5","Servant of Illidan","일리단의 하수인","Serviteur d'Illidan","Illidans Diener","伊利丹的仆从","","Sirviente de Illidan","Sirviente de Illidan","Прислужник Иллидана","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188"
